mab_uid	mab_name	Protein_RefID	virus_id	virus_name	Family	Organism	Species	Epitope	pubmed_id	Target Protein	Target type	Target	Target name	Assay type	Assay	Quantitative measure	Unit	disease_id
960_anti-ZVNS1-Nb340	anti-ZVNS1-Nb340		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
961_anti-ZVNS1-Nb344	anti-ZVNS1-Nb344		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
962_anti-ZVNS1-Nb345	anti-ZVNS1-Nb345		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
963_anti-ZVNS1-Nb38	anti-ZVNS1-Nb38		11053	DENV1	Flavivirus	"dengue virus type 1; dengue virus type 2"	DENV	"NS1; Non-structural protein 1"	33317184	"POLY; Core protein"	Protein	"UniProt: Q9J7C6 dengue virus type 1; UniProt: D0EPS0 dengue virus type 2; "	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			12205
964_anti-ZVNS1-Nb39	anti-ZVNS1-Nb39		11060	DENV2	Flavivirus	"dengue virus type 1; dengue virus type 2"	DENV	"NS1; Non-structural protein 1"	33317184	"POLY; Core protein"	Protein	"UniProt: Q9J7C6 dengue virus type 1; UniProt: D0EPS0 dengue virus type 2; "	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			12206
965_anti-ZVNS1-NbA12	anti-ZVNS1-NbA12		11053	DENV1	Flavivirus	dengue virus type 1	DENV	"NS1; Non-structural protein 1"	33317184	"Genome polyprotein; Envelope protein E"	Protein	UniProt: Q689G3 dengue virus type 1	"Genome polyprotein; Envelope protein E"	Binding	"ELISA; X-ray crystallography"			12205
966_anti-ZVNS1-NbA7	anti-ZVNS1-NbA7		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
967_anti-ZVNS1-NbB8	anti-ZVNS1-NbB8		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
968_anti-ZVNS1-NbC7	anti-ZVNS1-NbC7		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
969_anti-ZVNS1-NbD6	anti-ZVNS1-NbD6		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
970_anti-ZVNS1-NbD9	anti-ZVNS1-NbD9		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
971_anti-ZVNS1-NbE10	anti-ZVNS1-NbE10		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
972_anti-ZVNS1-NbE10	anti-ZVNS1-NbE10		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
973_anti-ZVNS1-NbF6	anti-ZVNS1-NbF6		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
974_anti-ZVNS1-NbH3	anti-ZVNS1-NbH3		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
975_antiNS1-2B7	antiNS1-2B7	"PDB: 6WEQ; PDB: 7K93"	64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	" 26355030;  33414220"	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
976_antiNS1-2B7	antiNS1-2B7	"PDB: 6WEQ; PDB: 7K93"	64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	" 26355030;  33414220"	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
977_BCL-14c10	BCL-14c10	PDB: 4CAU	64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	22723463	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
978_BtNb210	BtNb210		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
979_BtNb212	BtNb212		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
980_BtNb22	BtNb22		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
981_BtNb224	BtNb224		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
982_BtNb230	BtNb230		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
983_BtNb24	BtNb24		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
984_BtNb246	BtNb246		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"		"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
985_BtNb246	BtNb246		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
986_BtNb246	BtNb246		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
987_BtNb278	BtNb278		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
988_BtNb32	BtNb32		11060	DENV2	Flavivirus	Dengue virus type 2 (strain Puerto Rico/PR159-S1/1969) (DENV-2)	DENV	"NS1; Non-structural protein 1"	33317184	"Genome polyprotein; Envelope protein E"	protein	UniProt: P12823 Dengue virus type 2 (strain Puerto Rico/PR159-S1/1969) (DENV-2)	"Genome polyprotein; Envelope protein E"	Binding	"ELISA; X-ray crystallography"			12206
989_BtNb325	BtNb325		11060	DENV2	Flavivirus	"Dengue virus type 2 (strain Thailand/NGS-C/1944) (DENV-2); dengue virus type 2"	DENV	"NS1; Non-structural protein 1"	33317184	"Genome polyprotein; Non-structural protein 1"	Protein	UniProt: P14340 Dengue virus type 2 (strain Thailand/NGS-C/1944) (DENV-2)	"Genome polyprotein; Non-structural protein 1"	Binding	"ELISA; X-ray crystallography"			12206
990_BtNb326	BtNb326		11060	DENV2	Flavivirus	"Dengue virus type 2 (strain Thailand/NGS-C/1944) (DENV-2); dengue virus type 2"	DENV	"NS1; Non-structural protein 1"	33317184	"Genome polyprotein; Non-structural protein 1"	Protein	UniProt: P14340 Dengue virus type 2 (strain Thailand/NGS-C/1944) (DENV-2)	"Genome polyprotein; Non-structural protein 1"	Binding	"ELISA; X-ray crystallography"			12206
991_BtNb329	BtNb329		11060	DENV2	Flavivirus	"Dengue virus type 2 (strain Thailand/NGS-C/1944) (DENV-2); dengue virus type 2"	DENV	"NS1; Non-structural protein 1"	33317184	"Genome polyprotein; Non-structural protein 1"	Protein	UniProt: P14340 Dengue virus type 2 (strain Thailand/NGS-C/1944) (DENV-2)	"Genome polyprotein; Non-structural protein 1"	Binding	"ELISA; X-ray crystallography"			12206
992_BtNb337	BtNb337		11060	DENV2	Flavivirus	"Dengue virus type 2 (strain Thailand/NGS-C/1944) (DENV-2); dengue virus type 2"	DENV	"NS1; Non-structural protein 1"	33317184	"Genome polyprotein; Non-structural protein 1"	Protein	"UniProt: P14340 Dengue virus type 2 (strain Thailand/NGS-C/1944) (DENV-2); UniProt: Q808T3 dengue virus type 2"	"Genome polyprotein; Non-structural protein 1"	Binding	"ELISA; X-ray crystallography"			12206
993_BtNb34	BtNb34		11060	DENV2	Flavivirus	Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)	DENV	"NS1; Non-structural protein 1"	33317184	"Genome polyprotein; Envelope protein E"	Protein	UniProt: P29990 Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)	"Genome polyprotein; Envelope protein E"	Binding	"ELISA; X-ray crystallography"			12206
994_BtNb34	BtNb34		11060	DENV2	Flavivirus	Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)	DENV	"NS1; Non-structural protein 1"	33317184	"Genome polyprotein; Envelope protein E"	Protein	UniProt: P29990 Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)	"Genome polyprotein; Envelope protein E"	Binding	"ELISA; X-ray crystallography"			12206
995_BtNb344	BtNb344		11060	DENV2	Flavivirus	"Dengue virus type 2 (strain Thailand/NGS-C/1944) (DENV-2); Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)"	DENV	"NS1; Non-structural protein 1"	33317184	"Genome polyprotein; Envelope protein E"	Protein	"UniProt: P14340 Dengue virus type 2 (strain Thailand/NGS-C/1944) (DENV-2); UniProt: A0A024B7W1 Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)"	"Genome polyprotein; Envelope protein E"	Binding	"ELISA; X-ray crystallography"			12206
996_BtNb344	BtNb344		64320	ZIKV	Flavivirus	"Dengue virus type 2 (strain Thailand/NGS-C/1944) (DENV-2); Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)"	ZIKV	"NS1; Non-structural protein 1"	33317184	"Genome polyprotein; Envelope protein E"	Protein	"UniProt: P14340 Dengue virus type 2 (strain Thailand/NGS-C/1944) (DENV-2); UniProt: A0A024B7W1 Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)"	"Genome polyprotein; Envelope protein E"	Binding	"ELISA; X-ray crystallography"			60478
997_BtNb345	BtNb345		11060	DENV2	Flavivirus	"Dengue virus type 2 (strain Thailand/NGS-C/1944) (DENV-2); Dengue virus type 2 (strain Jamaica/1409/1983) (DENV-2); dengue virus type 2"	DENV	"NS1; Non-structural protein 1"	33317184	"Genome polyprotein; Envelope protein E"	protein	UniProt: P14340 Dengue virus type 2 (strain Thailand/NGS-C/1944) (DENV-2)	"Genome polyprotein; Envelope protein E"	Binding	"ELISA; X-ray crystallography"			12206
998_BtNb38	BtNb38		11060	DENV2	Flavivirus	Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)	DENV	"NS1; Non-structural protein 1"	33317184	"Genome polyprotein; Envelope protein E"	Protein	UniProt: P29990 Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2)	"Genome polyprotein; Envelope protein E"	Binding	"ELISA; X-ray crystallography"			12206
999_BtNb39	BtNb39		11069	DENV3	Flavivirus	dengue virus type 3	DENV	"NS1; Non-structural protein 1"	33317184	"pol; Genome polyprotein"	Protein	UniProt: A9LID6 dengue virus type 3	"pol; Genome polyprotein"	Binding	"ELISA; X-ray crystallography"			12206
1000_D1-4G2-4-15	D1-4G2-4-15	Cellosaurus: CVCL_J890	64320	ZIKV	Flavivirus	Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	ZIKV	Envelope protein E	26265529	Genome polyprotein	Protein	UniProt: A0A024B7W1 Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	Genome polyprotein	Binding	"ELISA; X-ray crystallography"			60478
1001_DENV2P10	DENV2P10		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	24751715	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
1002_DENV2P13	DENV2P13		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	24751715	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
1003_DENV2P2	DENV2P2		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	24751715	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
1004_DENV2P9	DENV2P9		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	24751715	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
1005_DV2-104	DV2-104	PDB: 3J8D	64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"Envelope protein E; DIII C-C_ loop"	25355881	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
1006_E111	E111	PDB: 3J8D	64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	"Envelope protein E; DIII C-C_ loop"	25355881	"POLY; Core protein"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"POLY; Core protein"	Binding	"ELISA; X-ray crystallography"			60478
"1007_EDE1 C10; HMAb C10"	"EDE1 C10; HMAb C10"	"PDB: 4UT9; PDB: 5H30"	11053	DENV1	Flavivirus	dengue virus type 1	DENV	"Envelope protein E; E dimer-dependent epitope 1 (EDE1)"	" 27882950;  25501631;  25581790"	"Genome polyprotein; Envelope protein E"	Protein	UniProt: Q689G3 dengue virus type 1	"Genome polyprotein; Envelope protein E"	Binding	"ELISA; X-ray crystallography"			12205
"1008_EDE1 C10; HMAb C10"	"EDE1 C10; HMAb C10"	"PDB: 4UT9; PDB: 5H30"	11069	DENV3	Flavivirus	dengue virus type 3	DENV	"Envelope protein E; E dimer-dependent epitope 1 (EDE1)"	" 27882950;  25501631;  25581790"	"pol; Genome polyprotein"	Protein	UniProt: A9LID6 dengue virus type 3	"pol; Genome polyprotein"	Binding	"ELISA; X-ray crystallography"			12206
1009_EDE2 A11 Fab	EDE2 A11 Fab	"PDB: 5LCV;  5N09; 4UT7"	64320	ZIKV	Flavivirus	Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	ZIKV	"Envelope protein E; E dimer-dependent epitope 2 (EDE2)"	" 28534525;  25501631;  25581790"	Genome polyprotein	Protein	UniProt: A0A024B7W1 Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	Genome polyprotein	Binding	"ELISA; X-ray crystallography"			60478
1010_EDIIImAb-61	EDIIImAb-61		64320	ZIKV	Flavivirus	Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	ZIKV	"Envelope protein E; Domain III (EDIII)"	27059141	"Genome polyprotein; Envelope protein E"	Protein	UniProt: A0A024B7W1 Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	"Genome polyprotein; Envelope protein E"	Binding	"ELISA; X-ray crystallography"			60478
1011_Fab 1H10	Fab 1H10	PDB: 6IDI	64320	ZIKV	Flavivirus	Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	ZIKV	"Protein prM; Precursor membrane"	" 26512092;  30471923"	"Genome polyprotein; Envelope protein E"	Protein	UniProt: A0A024B7W1 Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	"Genome polyprotein; Envelope protein E"	Binding	"ELISA; X-ray crystallography"			60478
1012_FabZK2B10	FabZK2B10	PDB: 6JEP	64320	ZIKV	Flavivirus	Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	ZIKV	"Envelope protein E; DIII domain"	" 29719255;  30893607"	"Genome polyprotein; Envelope protein E"	Protein	UniProt: A0A024B7W1 Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	"Genome polyprotein; Envelope protein E"	Binding	"ELISA; X-ray crystallography"			60478
1013_HANbA12	HANbA12		64320	ZIKV	Flavivirus	Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"Genome polyprotein; Envelope protein E"	Protein	UniProt: A0A024B7W1 Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	"Genome polyprotein; Envelope protein E"	Binding	"ELISA; X-ray crystallography"			60478
1014_HANbA7	HANbA7		64320	ZIKV	Flavivirus	Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"Genome polyprotein; Envelope protein E"	Protein	UniProt: A0A024B7W1 Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	"Genome polyprotein; Envelope protein E"	Binding	"ELISA; X-ray crystallography"			60478
1015_HANbB8	HANbB8		64320	ZIKV	Flavivirus	Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"Genome polyprotein; Envelope protein E"	Protein	UniProt: A0A024B7W1 Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	"Genome polyprotein; Envelope protein E"	Binding	"ELISA; X-ray crystallography"			60478
1016_HANbC7	HANbC7		64320	ZIKV	Flavivirus	Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"Genome polyprotein; Envelope protein E"	Protein	UniProt: A0A024B7W1 Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	"Genome polyprotein; Envelope protein E"	Binding	"ELISA; X-ray crystallography"			60478
1017_HANbD6	HANbD6		64320	ZIKV	Flavivirus	Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"Genome polyprotein; Envelope protein E"	Protein	UniProt: A0A024B7W1 Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	"Genome polyprotein; Envelope protein E"	Neutralization	Flow cytometry			60478
1018_HANbD9	HANbD9		64320	ZIKV	Flavivirus	Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	ZIKV	"NS1; Non-structural protein 1"	33317184	"Genome polyprotein; Envelope protein E"	Protein	UniProt: A0A024B7W1 Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	"Genome polyprotein; Envelope protein E"	Neutralization	"Flow cytometry; Neutralization"			60478
1019_HM14c10	HM14c10	PDB: 4CAU	64320	ZIKV	Flavivirus	Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	ZIKV	Envelope protein E	22723463	"Genome polyprotein; Envelope protein E"	Protein	UniProt: A0A024B7W1 Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	"Genome polyprotein; Envelope protein E"	Neutralization	Flow cytometry			60478
1020_HMAb 1H10	HMAb 1H10	PDB: 6IDI	64320	ZIKV	Flavivirus	Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	ZIKV	"Protein prM; Precursor membrane"	" 26512092;  30471923"	"Genome polyprotein; Envelope protein E"	Protein	UniProt: A0A024B7W1 Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	"Genome polyprotein; Envelope protein E"	Binding	"ELISA; X-ray crystallography"			60478
1021_HMAb DV62.5	HMAb DV62.5	PDB: 6LNT	64320	ZIKV	Flavivirus	Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	ZIKV	"Protein prM; Precursor membrane protein"	" 32060358;  20833378"	"Genome polyprotein; Envelope protein E"	Protein	UniProt: A0A024B7W1 Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	"Genome polyprotein; Envelope protein E"	Neutralization	"Flow cytometry; Neutralization; X-ray crystallography"			60478
1022_MHRP ZIKV-1001	MHRP ZIKV-1001	"PDB: 6NIP; PDB: 6MTX"	64320	ZIKV	Flavivirus	Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	ZIKV	"Envelope protein E; DI/DIII linker region"	32015557	"Genome polyprotein; Envelope protein E"	Protein	UniProt: A0A024B7W1 Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	"Genome polyprotein; Envelope protein E"	Neutralization	"Flow cytometry; Neutralization"	7.5	ng/ml	60478
1023_MHRP ZIKV-1001	MHRP ZIKV-1001	"PDB: 6NIP; PDB: 6MTX"	11053	DENV1	Flavivirus	Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	ZIKV	"Envelope protein E; DI/DIII linker region"	32015557	"Genome polyprotein; Envelope protein E"	Protein		"Genome polyprotein; Envelope protein E"	Neutralization	"Flow cytometry; Neutralization"	919.3	ng/ml	12205
1024_MHRP ZIKV-1001	MHRP ZIKV-1001	"PDB: 6NIP; PDB: 6MTX"	11060	DENV2	Flavivirus	Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	ZIKV	"Envelope protein E; DI/DIII linker region"	32015557	"Genome polyprotein; Envelope protein E"	Protein		"Genome polyprotein; Envelope protein E"	Neutralization	"Flow cytometry; Neutralization"	1.9	ng/ml	12206
1025_MHRP ZIKV-1001	MHRP ZIKV-1001	"PDB: 6NIP; PDB: 6MTX"	11069	DENV3	Flavivirus	Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	ZIKV	"Envelope protein E; DI/DIII linker region"	32015557	"Genome polyprotein; Envelope protein E"	Protein		"Genome polyprotein; Envelope protein E"	Neutralization	"Flow cytometry; Neutralization"	49	ng/ml	12206
1026_MHRP-Z1001	MHRP-Z1001	"PDB: 6NIP; PDB: 6MTX"	11070	DENV4	Flavivirus	Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	ZIKV	"Envelope protein E; DI/DIII linker region"	32015557	"Genome polyprotein; Envelope protein E"	Protein		"Genome polyprotein; Envelope protein E"	Neutralization	"Flow cytometry; Neutralization"	286.6	ng/ml	12206
1027_MHRP-Z1002	MHRP-Z1002		64320	ZIKV	Flavivirus	Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	ZIKV	"Envelope protein E; DI/DIII linker region; This antibody neutralizes ZIKV and DENV2 strains."	32015557	"Genome polyprotein; Envelope protein E"	Protein	UniProt: A0A024B7W1 Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	"Genome polyprotein; Envelope protein E"	Neutralization	"Flow cytometry; Neutralization"	1	ng/ml	60478
1028_MHRP-Z1002	MHRP-Z1002		11053	DENV1	Flavivirus	Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	ZIKV	"Envelope protein E; DI/DIII linker region; This antibody neutralizes ZIKV and DENV2 strains."	32015557	"Genome polyprotein; Envelope protein E"	Protein		"Genome polyprotein; Envelope protein E"	Neutralization	"Flow cytometry; Neutralization"	263	ng/ml	12205
1029_MHRP-Z1002	MHRP-Z1002		11060	DENV2	Flavivirus	Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	ZIKV	"Envelope protein E; DI/DIII linker region; This antibody neutralizes ZIKV and DENV2 strains."	32015557	"Genome polyprotein; Envelope protein E"	Protein		"Genome polyprotein; Envelope protein E"	Neutralization	"Flow cytometry; Neutralization"	1.8	ng/ml	12206
1030_MHRP-Z1002	MHRP-Z1002		11069	DENV3	Flavivirus	Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	ZIKV	"Envelope protein E; DI/DIII linker region; This antibody neutralizes ZIKV and DENV2 strains."	32015557	"Genome polyprotein; Envelope protein E"	Protein		"Genome polyprotein; Envelope protein E"	Neutralization	"Flow cytometry; Neutralization"	16.5	ng/ml	12206
1031_MHRP-Z1002	MHRP-Z1002		11070	DENV4	Flavivirus	Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	ZIKV	"Envelope protein E; DI/DIII linker region; This antibody neutralizes ZIKV and DENV2 strains."	32015557	"Genome polyprotein; Envelope protein E"	Protein		"Genome polyprotein; Envelope protein E"	Neutralization	"Flow cytometry; Neutralization"	238.9	ng/ml	12206
